id,title,url,price,currencyCode,category,marketplace
10002174738751,Turtle Wax Fanny Pack,https://motivosity-store.myshopify.com/products/turtle-wax-fanny-pack,25,USD,,shopify
10002175066431,Turtle Wax Embroidered socks,https://motivosity-store.myshopify.com/products/turtle-wax-embroidered-socks,25,USD,,shopify
10002177098047,Turtle Wax Backpack,https://motivosity-store.myshopify.com/products/turtle-wax-backpack,40,USD,,shopify
10002179981631,Turtle Wax Duffle bag,https://motivosity-store.myshopify.com/products/turtle-wax-duffle-bag,64.5,USD,,shopify
10002181521727,Turtle Wax White glossy mug,https://motivosity-store.myshopify.com/products/turtle-wax-white-glossy-mug,7,USD,,shopify
10002181914943,Turtle Wax Mouse pad,https://motivosity-store.myshopify.com/products/turtle-wax-mouse-pad,12.5,USD,,shopify
10002182406463,Turtle Wax Hardcover bound notebook,https://motivosity-store.myshopify.com/products/turtle-wax-hardcover-bound-notebook,15,USD,,shopify
10002183160127,Turtle Wax Laptop Sleeve,https://motivosity-store.myshopify.com/products/turtle-wax-laptop-sleeve,21,USD,,shopify
10002183815487,Turtle Wax Travel mug with a handle,https://motivosity-store.myshopify.com/products/turtle-wax-travel-mug-with-a-handle,24,USD,,shopify
10002185519423,Turtle Wax Premium sherpa blanket,https://motivosity-store.myshopify.com/products/turtle-wax-premium-sherpa-blanket,54,USD,,shopify
10002242142557,"Lord Quotes Bible Cover Bag with Pockets, Brown Damask Print Book Sleeve PU Leather Zipper Case for Study Bible Small Large",https://eb51a8-a1.myshopify.com/products/lord-quotes-bible-cover-bag-with-pockets-brown-damask-print-book-sleeve-pu-leather-zipper-case-for-study-bible-small-large,35.58,GBP,,shopify
10002242601309,"75 Pcs Bible Tabs for Women/Men/Kid, 73 Pcs Large Print Laminated Bible Stickers & 2 Pcs Blank Index Tabs for Bible Journaling Supplies, Bible Study Accessories (Retro)",https://eb51a8-a1.myshopify.com/products/75-pcs-bible-tabs-for-women-men-kid-73-pcs-large-print-laminated-bible-stickers-2-pcs-blank-index-tabs-for-bible-journaling-supplies-bible-study-accessories-retro,10.99,GBP,,shopify
10002242797917,Custom Name Christian Tote Bags Bible Bag with Flower Faith Bag Church Tote Bag Christian Gifts for Girls Women Personalized Religious Tote Bag for Her Bible Tote Bag Religious Canvas Bag,https://eb51a8-a1.myshopify.com/products/custom-name-christian-tote-bags-bible-bag-with-flower-faith-bag-church-tote-bag-christian-gifts-for-girls-women-personalized-religious-tote-bag-for-her-bible-tote-bag-religious-canvas-bag,32.94,GBP,Custom Name Christian Tote Bags Bible Bag,shopify
10002243649885,"Bible Cover Case for Women, Large Bible Church Bag with Strap, Bible Carrying Case Book Protector with Handle, Pink (Empty Bag Only)",https://eb51a8-a1.myshopify.com/products/bible-cover-case-for-women-large-bible-church-bag-with-strap-bible-carrying-case-book-protector-with-handle-pink-empty-bag-only,38.99,GBP,Bible Cover Case for Women,shopify
10002244469085,- Bible Case with Aesthetic Highlighters and Pens,https://eb51a8-a1.myshopify.com/products/bible-case-with-aesthetic-highlighters-and-pens,25.99,GBP,,shopify
10002244829533,"- Dual Tip Highlighters, Morandi Colors, 16 Pack, Fine & Chisel Tip, Highlighters Pastel, Pastel Highlighter Markers, Pastel Highlighter, Highlighter Set, Planner Highlighters",https://eb51a8-a1.myshopify.com/products/dual-tip-highlighters-morandi-colors-16-pack-fine-chisel-tip-highlighters-pastel-pastel-highlighter-markers-pastel-highlighter-highlighter-set-planner-highlighters,34.99,GBP,,shopify
10002245288285,"KJV Holy Bible: Personal Size Giant Print with 43,000 Cross References, Black Leather-Look, Red Letter, Comfort Print: King James Version: Holy Bible, King James Version",https://eb51a8-a1.myshopify.com/products/kjv-holy-bible-personal-size-giant-print-with-43-000-cross-references-black-leather-look-red-letter-comfort-print-king-james-version-holy-bible-king-james-version,23.58,GBP,KJV Holy Bible,shopify
10002245386589,"KJV Super Giant Print Reference Bible, Purple Leathertouch: King James Version, Super Giant Print Reference Bible, Purple Leathertouch",https://eb51a8-a1.myshopify.com/products/kjv-super-giant-print-reference-bible-purple-leathertouch-king-james-version-super-giant-print-reference-bible-purple-leathertouch,39.88,GBP,KJV Holy Bible,shopify
10002245419357,"6PCS Highlighter Pastel Set+5Pcs Aesthetic Gel Pens,Mild Assorted Colours Highlighters Pens, Aesthetic Cute Pastel Highlighter with Chisel Tip, No Bleed Dry Fast for Bible, Notes, School",https://eb51a8-a1.myshopify.com/products/6pcs-highlighter-pastel-set-5pcs-aesthetic-gel-pens-mild-assorted-colours-highlighters-pens-aesthetic-cute-pastel-highlighter-with-chisel-tip-no-bleed-dry-fast-for-bible-notes-school,11.99,GBP,highlights,shopify
10002245484893,"KJV Super Giant Print Reference Bible, Saddle Brown Leathertouch, Indexed: King James Version, Super Giant Print Reference Bible, Charcoal Leathertouch",https://eb51a8-a1.myshopify.com/products/kjv-super-giant-print-reference-bible-saddle-brown-leathertouch-indexed-king-james-version-super-giant-print-reference-bible-charcoal-leathertouch,43.11,GBP,KJV Holy Bible,shopify
10002246009181,"Checklist Petite Journal, To-Do List Notebook and Record Keeping Log Book, Asterisk Design, Slim and Portable Checklist Journal",https://eb51a8-a1.myshopify.com/products/checklist-petite-journal-to-do-list-notebook-and-record-keeping-log-book-asterisk-design-slim-and-portable-checklist-journal,31.89,GBP,Checklist Petite Journal,shopify
10002246926685,Designer Petite Journal Checklists - Multicolored Hexagon Design Theme. Great for Tracking Daily and Weekly Lists with Blank Customizable Fields,https://eb51a8-a1.myshopify.com/products/designer-petite-journal-checklists-multicolored-hexagon-design-theme-great-for-tracking-daily-and-weekly-lists-with-blank-customizable-fields,21.3,GBP,Designer Petite Journal Checklists,shopify
10002251120989,"ZASTION - Aesthetic Highlighters and Pens No Bleed, 12 Pack, Pastel Color, Black Ink, No Bleed Highlighters for Bibles",https://eb51a8-a1.myshopify.com/products/zastion-aesthetic-highlighters-and-pens-no-bleed-12-pack-pastel-color-black-ink-no-bleed-highlighters-for-bibles,30,GBP,,shopify
10002252038493,"Bible Tabs for Women and Men 75 Tabs,Bible Tabs for Kids, Pink Bible Tabs,Bible Book Tabs,Bible Tabs for Study Bible, Bible Index Tabs,Bible Study Supplies",https://eb51a8-a1.myshopify.com/products/bible-tabs-for-women-and-men-75-tabs-bible-tabs-for-kids-pink-bible-tabs-bible-book-tabs-bible-tabs-for-study-bible-bible-index-tabs-bible-study-supplies,11.56,GBP,Bible Tabs for Women and Men,shopify
10002252497245,Soft Pastel Highlighters | 12 Pcs Mild Assorted Colours | Office & Aesthetic School Supplies | Bible Journaling Supplies | Quick Dry No Bleed Dual Tip Cute Markers | Giftable Pen Pot,https://eb51a8-a1.myshopify.com/products/soft-pastel-highlighters-12-pcs-mild-assorted-colours-office-aesthetic-school-supplies-bible-journaling-supplies-quick-dry-no-bleed-dual-tip-cute-markers-giftable-pen-pot,19.99,GBP,,shopify
10002342936906,Mokini Small Bag,https://y3hsq1-tt.myshopify.com/products/small-bag-beach-vibes,29.99,EUR,Bags & Accessories,shopify
10002351423800,Gorilla Realz 90 Fleece Hoodie,https://8scic2-vr.myshopify.com/products/gorilla-realz-90-fleece-hoodie,50,USD,Hoodie,shopify
10002351489336,Elephant Realz 90 Fleece Hoodie,https://8scic2-vr.myshopify.com/products/elephant-realz-90-fleece-hoodie,50,USD,Hoodie,shopify
10002351554872,Blue Lion Realz 90 Fleece Hoodie,https://8scic2-vr.myshopify.com/products/blue-lion-realz-90-fleece-hoodie,50,USD,Hoodie,shopify
10002351653176,Black Lion Realz 90 Fleece Hoodie,https://8scic2-vr.myshopify.com/products/black-lion-realz-90-fleece-hoodie,50,USD,Hoodie,shopify
10002351751480,Gorilla Realz 90 Graphic Tee,https://8scic2-vr.myshopify.com/products/gorilla-realz-90-graphic-tee,38,USD,T-Shirt,shopify
10002351849784,Elephant Realz 90 Graphic Tee,https://8scic2-vr.myshopify.com/products/elephant-realz-90-graphic-tee,38,USD,T-Shirt,shopify
10002351915320,Blue Lion Realz 90 Graphic Tee,https://8scic2-vr.myshopify.com/products/blue-lion-realz-90-graphic-tee,38,USD,T-Shirt,shopify
10002352013624,Shark Realz 90 Graphic Tee,https://8scic2-vr.myshopify.com/products/shark-realz-90-graphic-tee,38,USD,T-Shirt,shopify
10002352111928,Black Lion Realz 90 Graphic Tee,https://8scic2-vr.myshopify.com/products/black-lion-realz-90-graphic-tee,38,USD,T-Shirt,shopify
10002352308536,Gorilla Realz 90 OG Snapback Trucker Cap,https://8scic2-vr.myshopify.com/products/gorilla-realz-90-og-snapback-trucker-cap,45,USD,Hats,shopify
10002352341304,Black Lion Realz 90 OG Snapback Trucker Cap,https://8scic2-vr.myshopify.com/products/black-lion-realz-90-og-snapback-trucker-cap,45,USD,Hats,shopify
10002352439608,Shark Realz 90 OG Snapback Trucker Cap,https://8scic2-vr.myshopify.com/products/shark-realz-90-og-snapback-trucker-cap,45,USD,Hats,shopify
10002352734520,Elephant Realz 90 OG Snapback Trucker Cap,https://8scic2-vr.myshopify.com/products/elephant-realz-90-og-snapback-trucker-cap,45,USD,Hats,shopify
10002352800056,Blue Lion Realz 90 OG Snapback Trucker Cap,https://8scic2-vr.myshopify.com/products/blue-lion-realz-90-og-snapback-trucker-cap,45,USD,Hats,shopify
10002353357112,Shark Realz 90 Bold Phone Case,https://8scic2-vr.myshopify.com/products/shark-realz-90-bold-phone-case,25,USD,Phone Case,shopify
10002353619256,Gorilla Realz 90 Bold Phone Case,https://8scic2-vr.myshopify.com/products/gorilla-realz-90-bold-phone-case,25,USD,Phone Case,shopify
10002353684792,Blue Lion Realz 90 Bold Phone Case,https://8scic2-vr.myshopify.com/products/blue-lion-realz-90-bold-phone-case,25,USD,Phone Case,shopify
10002353717560,Elephant Realz 90 Bold Phone Case,https://8scic2-vr.myshopify.com/products/elephant-realz-90-bold-phone-case,25,USD,Phone Case,shopify
10002353783096,Black Lion Realz 90 Bold Phone Case,https://8scic2-vr.myshopify.com/products/black-lion-realz-90-bold-phone-case,25,USD,Phone Case,shopify
10002356797770,Kulipa Beach Bag,https://y3hsq1-tt.myshopify.com/products/large-beach-bag,39.99,EUR,Bags & Accessories,shopify
10002418172170,"Break the Wall, Not Your Spirit",https://589fb5-64.myshopify.com/products/break-the-wall-not-your-spirit-1,15.75,EUR,,shopify
10002435309834,Where Characters Come to Life Collection,https://589fb5-64.myshopify.com/products/where-characters-come-to-life-collection,36,EUR,,shopify
10002450350346,The Actor's Guide to Character Development: 9999 Essential Questions,https://589fb5-64.myshopify.com/products/the-actors-guide-to-character-development-9999-essential-questions,5.99,EUR,,shopify
10002452644106,The Art of Life: Understanding the Essence of Acting,https://589fb5-64.myshopify.com/products/the-art-of-life-understanding-the-essence-of-acting,5.99,EUR,,shopify
10002454446346,The Actor's Objective Thesaurus: A Library of Wants,https://589fb5-64.myshopify.com/products/the-actors-objective-thesaurus-a-library-of-wants,5.99,EUR,,shopify
10002459033866,The History of Scottish Theatre,https://589fb5-64.myshopify.com/products/the-history-of-scottish-theatre,5.99,EUR,,shopify
10002461425930,Mastering the Audition: How to Win Casting Directors and Land the Role,https://589fb5-64.myshopify.com/products/mastering-the-audition-how-to-win-casting-directors-and-land-the-role,5.99,EUR,,shopify
10002462212362,Affordable Adventures: How to Travel the World on a Budget or Living Abroad for Less,https://589fb5-64.myshopify.com/products/affordable-adventures-how-to-travel-the-world-on-a-budget-or-living-abroad-for-less,5.99,EUR,,shopify
10002477744394,Acting: 7 Steps to Booking the Job,https://589fb5-64.myshopify.com/products/acting-7-steps-to-booking-the-job,44.99,EUR,,shopify
10002478334218,Practical Aesthetics for Actors: Master Your Craft,https://589fb5-64.myshopify.com/products/practical-aesthetics-for-actors-master-your-craft,44.99,EUR,,shopify
10002479317258,King Twink III: The Royal Collection,https://589fb5-64.myshopify.com/products/king-twink-iii-the-royal-collection,36,EUR,,shopify
10002481479946,Glory to the Twinkdom Collection,https://589fb5-64.myshopify.com/products/glory-to-the-twinkdom-collection,36,EUR,,shopify
10002513887498,The Beanie of Blessed Submission,https://589fb5-64.myshopify.com/products/the-beanie-of-blessed-submission,30.57,EUR,Hats,shopify
10002540265738,King Twink III: The Case of Royal Reflection,https://589fb5-64.myshopify.com/products/king-twink-iii-the-case-of-royal-reflection,18.62,EUR,Phone Case,shopify
10002564514058,The Blanket of Twink Dreams,https://589fb5-64.myshopify.com/products/the-blanket-of-twink-dreams,30.03,EUR,Home Decor,shopify
10002586403082,Powerbottom Heat™,https://589fb5-64.myshopify.com/products/powerbottom-heat™,14.05,EUR,Home Decor,shopify
10002602885442,Lego Batman Sunflowers: Minimalist Backpack,https://7kxt0g-nx.myshopify.com/products/lego-batman-sunflowers-minimalist-backpack,53.49,USD,,shopify
10002609996098,Lego Batman Sunflowers design: Throw Blanket,https://7kxt0g-nx.myshopify.com/products/lego-batman-sunflowers-design-throw-blanket,45.49,USD,,shopify
10002616385802,Lord Getz Lanced-A-Lot™ Air Freshner,https://589fb5-64.myshopify.com/products/lord-getz-lanced-a-lot™-air-freshner,9.95,EUR,Accessories,shopify
10002625954058,The Twink the Rebuilder™ Tote,https://589fb5-64.myshopify.com/products/the-twink-the-rebuilder™-tote,14.48,EUR,Bags,shopify
10002708595007,ArcelorMittal Columbia soft shell jacket,https://motivosity-store.myshopify.com/products/arcelormittal-columbia-soft-shell-jacket,99.5,USD,,shopify
